x,y,z
-764.058,577.568,330.927
-765.972,588.575,322.044
-732.682,596.262,310.558
-694.846,619.023,2.9019
-651.476,635.294,274.367
-632.064,6.5351,3.0338
-626.321,669.572,330.688
-601.645,697.598,300.957
-569.312,7.1674,272.213
-529.292,727.538,260.249
-493.849,740.938,277.747
-453.141,747.637,333.081
-409.292,773.749,351.984
-379.831,804.916,343.609
-337.657,817.119,350.309
-289.023,808.983,385.544
-245.204,814.248,416.202
-234.407,845.863,444.706
-227.707,871.735,443.749
-212.632,865.035,476.321
-191.545,858.575,483.739
-180.987,858.814,442.553
-199.202,859.532,419.552
-2.234,860.728,407.079
-227.946,881.067,362.543
-249.751,900.958,365.892
-255.972,893.061,3.8001
-2.368,868.624,3.8001
-230.578,859.293,366.132
-231.296,870.778,339.542
-225.314,889.472,325.155
-237.278,885.643,374.746
-217.418,880.349,381.924
-182.662,883.969,325.394
-158.016,890.429,311.037
-138.365,897.847,3.4002
-105.075,898.086,3.4337
-77.767,900.479,378.574
-57.398,901.915,425.294
-34.397,907.897,430.319
-8.046,922.523,403.011
8.255,922.284,395.593
18.066,929.941,423.859
39.392,923.241,468.664
53.988,9.1343,488.285
67.896,932.812,429.601
63.111,948.156,425.055
63.589,945.285,440.878
80.818,945.524,451.885
113.181,936.162,466.271
147.667,912.952,462.413
161.785,912.712,429.362
128.016,9.4026,429.123
112.941,962.752,419.073
113.659,951.267,412.134
122.991,929.223,415.484
148.624,901.197,395.833
1.6684,889.711,377.139
170.668,879.632,385.065
177.368,871.017,400.618
158.435,872.932,419.312
129.452,8.8011,413.091
134.716,884.208,404.208
162.742,8.7365,388.654
165.404,859.053,387.458
1.5676,861.446,363.978
144.556,860.489,356.321
143.121,878.196,366.132
134.477,870.539,334.995
130.887,859.532,348.395
137.856,841.316,380.249
1.4001,840.599,340.499
130.648,879.153,337.388
99.512,900.479,361.346
51.356,911.755,3.6661
58.325,915.584,3.3667
74.357,917.737,323.958
72.203,948.635,336.192
72.203,942.174,336.909
55.663,937.149,354.616
64.546,938.345,329.013
90.897,9.3691,294.497
117.727,938.106,300.957
121.555,9.2683,324.676
133.041,907.897,310.798
155.085,904.068,315.105
165.882,911.277,319.412
134.955,926.591,304.098
103.819,950.309,289.232
105.733,9.4002,302.901
108.844,934.248,321.565
117.248,932.573,285.882
132.562,925.394,257.617
121.795,921.087,277.268
92.094,945.763,265.035
7.675,973.071,231.984
96.401,969.961,216.401
117.009,952.463,218.315
119.163,942.174,225.524
106.451,962.034,237.009
121.077,971.875,206.351
138.096,9.4361,207.547
1.3328,911.994,257.617
154.367,914.387,266.231
173.061,935.683,249.721
161.545,950.788,237.009
147.667,959.402,230.788
151.496,950.309,235.573
159.153,950.549,241.316
170.907,948.635,224.566
180.718,945.045,219.512
1.9678,918.455,260.249
201.326,921.326,299.282
222.891,917.019,277.986
235.334,902.154,267.906
228.156,897.608,289.472
240.838,901.436,302.901
269.103,876.521,304.098
278.943,881.306,328.505
278.225,8.9354,3.2348
266.949,892.343,311.037
2.4323,905.265,318.694
236.052,923.241,322.762
262.881,896.172,276.072
249.242,889.951,270.778
2.4323,877.239,275.833
244.696,863.121,275.593
231.506,886.122,284.925
200.848,8.8684,2.8325
1.5987,878.196,294.257
181.914,833.659,245.145
171.864,798.186,211.137
76.511,8.569,242.752
-68.405,937.388,3.1678
-103.609,921.566,266.471
-111.057,869.342,150.299
-215.025,906.461,175.932
-295.035,1.003.729,189.811
-34.678,1.054.278,211.615
-348.933,1.037.498,156.999
-347.737,1.023.859,82.971
-321.386,999.901,92.333
-316.331,10.0684,174.497
-306.042,1.023.141,210.419
-281.127,972.832,148.624
-278.495,972.353,152.213
-297.906,994.637,192.443
-284.477,1.007.079,180.957
-24.353,980.968,144.078
-211.197,952.942,134.477
-19.011,945.524,167.288
-187.478,949.592,2.0348
-189.392,982.643,214.965
-161.127,978.335,196.301
-136.929,951.745,184.786
-111.535,928.744,202.523
-85.184,899.043,217.119
-59.551,888.515,234.616
-58.116,895.215,284.208
-56.441,901.436,294.736
-65.533,915.105,260.249
-84.706,934.726,243.709
-100.499,934.726,252.592
-105.314,934.966,245.384
-108.425,9.4337,223.131
-132.861,970.678,226.959
-143.151,969.482,222.413
-146.979,969.243,227.199
-130.708,960.359,212.333
-135.015,958.206,236.291
-130.947,955.095,2.4323
-121.107,9.5007,219.751
-125.175,955.095,229.831
-125.653,955.334,227.438
-136.211,957.967,233.181
-149.611,968.046,257.139
-135.494,957.727,234.377
-118.714,947.917,223.131
-115.843,9.4672,223.131
-11.321,935.923,226.002
-116.082,932.094,2.4658
-129.482,9.4002,253.789
-140.758,952.942,247.298
-13.669,953.659,222.174
-124.696,952.942,200.608
-119.192,9.4696,200.608
-119.671,942.413,219.033
-121.825,9.4696,2.4347
-125.892,949.352,2.6001
-120.389,946.242,262.881
-123.739,948.874,255.942
-122.303,954.856,251.635
-111.775,952.463,259.771
-107.946,954.138,256.182
-115.843,960.599,242.273
-126.132,971.636,2.4012
-133.579,973.311,246.102
-129.721,969.721,252.353
-11.991,960.599,2.5331
-119.671,952.942,250.439
-117.039,948.635,236.052
-124.457,951.745,242.034
-134.297,951.027,2.4012
-119.432,942.653,215.444
-94.038,939.781,207.069
-78.963,945.285,215.922
-80.399,958.684,251.396
-99.781,971.636,293.061
-104.596,989.342,272.931
-65.055,991.047,199.651
-34.158,979.532,193.878
-14.746,957.488,212.333
-15,949.831,2.2337
38.195,923.719,190.529
56.889,909.572,200.369
79.143,9.0359,191.964
8.683,886.122,180.479
85.394,876.282,176.172
8.321,871.735,164.417
60.718,869.582,164.656
12.562,881.785,2.0348
-55.723,9.0359,256.421
-114.885,965.654,272.213
-154.158,1.005.165,242.273
-203.988,10.2362,232.223
-232.493,1.044.706,2.4996
-208.774,10.4686,220.469
-159.212,1.021.466,195.823
-130.199,982.403,199.651
-130.708,968.764,207.547
-135.254,967.089,1.9989
-149.133,980.489,214.965
-162.323,981.446,225.284
-152.961,973.071,205.633
-145.065,966.611,185.982
-149.133,962.513,198.933
-144.826,955.334,209.701
-145.783,944.088,2.0348
-152.483,946.481,202.523
-152.483,950.549,191.007
-143.629,947.438,192.443
-128.046,934.487,2.1018
-124.696,928.026,211.615
-135.015,941.217,209.701
-137.408,954.138,214.726
-12.685,948.874,2.2013
-121.825,951.267,200.369
-129.003,966.371,232.463
-121.107,968.286,228.395
-106.989,958.445,216.162
-105.314,958.924,232.702
-100.499,958.924,232.702
-103.878,955.813,230.788
-9.332,941.935,2.2337
-73.669,927.308,218.315
-60.987,909.332,229.831
-71.994,913.191,241.316
-110.578,948.156,250.917
-117.757,956.292,224.806
-10.337,937.149,208.505
-85.663,919.412,2.1999
-65.294,893.301,218.794
-82.552,9.0,251.157
-92.124,898.086,235.334
-117.518,894.497,229.352
-164.955,917.498,251.874
-191.306,950.788,2.4347
-193.938,939.063,197.976
-222.682,927.069,217.837
-24.664,924.676,260.249
-248.554,893.779,236.291
-252.622,892.822,199.173
-312.503,923.001,238.684
-359.462,969.243,270.299
-343.879,925.634,178.086
-335.264,872.453,177.129
-342.204,837.488,2.4682
-367.358,854.238,243.709
-369.512,860.968,173.539
-385.334,813.291,139.262
-419.103,792.204,185.025
-448.325,790.529,213.769
-473.719,770.638,198.215
-511.585,776.172,2.0324
-540.808,798.904,214.247
-589.921,794.118,187.896
-64.693,835.095,177.607
-689.552,868.385,2.0348
-72.024,867.428,237.727
-725.025,861.446,2.502
-687.398,848.016,228.634
-648.844,834.377,218.794
-625.364,8.2358,225.284
-603.081,799.621,222.413
-574.337,779.043,218.554
-548.226,764.417,212.333
-536.261,763.939,200.848
-528.096,768.724,191.486
-541.047,781.915,199.651
-545.833,787.897,197.976
-546.551,789.572,191.964
-535.304,791.247,1.9654
-526.182,789.811,205.394
-52.331,7.9675,210.658
-518.285,796.511,220.469
-506.082,794.357,232.941
-495.045,802.493,235.095
-482.124,813.291,231.506
-475.394,820.708,234.138
-465.823,828.126,224.806
-457.209,831.267,227.199
-450.239,837.009,240.598
-440.668,844.666,238.445
-429.661,842.274,222.174
